地域	値	店舗数	人口
九州	23358	5	428
中部	23238	25	1726
東北	18128	11	1209
関東	24921	15	841
九州	27889	11	1209
中部	20026	21	1909
関西	16929	13	1874
関西	24494	26	611
中部	22641	7	1460
関西	17263	25	577
関東	26504	23	1757
関東	13970	8	1041
中部	27345	22	1835
関東	16146	7	634
関東	17281	18	949
東北	20170	24	1651
関西	12888	5	1566
関西	14633	6	1473
関西	24492	5	1272
関東	14740	22	1431
関西	15598	15	1841
関西	23460	15	956
東北	17077	21	1418
中部	22607	17	1320
東北	18127	29	1049
中部	27164	15	1915
関東	28148	7	1444
東北	29744	11	1346
関西	20448	7	1968
東北	29941	25	1432
九州	31640	21	1724
九州	19141	21	1441
関東	17794	12	1232
東北	15503	20	576
関東	30587	27	1990
東北	18158	10	840
関西	23460	12	1703
中部	31982	27	1995
関東	15576	13	1495
関西	22501	19	1390
東北	23888	15	1715
中部	20000	12	973
中部	28903	24	786
中部	17261	20	1262
九州	28973	16	959
関東	12438	7	766
東北	21771	6	431
九州	14972	26	1562
中部	28356	11	1091
九州	15773	17	1272
東北	28668	11	1339
東北	12593	10	724
東北	18458	23	620
九州	17206	11	523
九州	30630	12	1932
関東	18064	10	720
関東	18253	13	1999
東北	13000	7	1004
東北	27723	6	1490
関西	23585	20	1760
中部	20140	22	1462
九州	12744	17	1112
中部	23943	13	1864
中部	17605	15	1672
九州	19604	8	1523
東北	15548	12	705
関西	13461	5	1229
関東	26604	29	1325
中部	21180	12	1773
関西	19883	27	785
九州	12310	12	1557
関西	24943	14	731
九州	24327	25	1586
中部	14138	11	1165
九州	24605	5	1565
関東	18711	5	1856
九州	18183	11	1998
中部	16544	20	1152
関東	12994	21	756
東北	21085	21	1392
関西	17219	25	1905
中部	28988	18	1677
九州	22739	27	700
東北	28937	14	1150
東北	26801	13	1010
関西	16481	21	555
中部	20205	5	469
九州	23455	13	761
関東	23642	12	1673
関東	12474	22	1649
東北	27216	20	746
関西	15084	13	450
九州	27717	19	570
関東	12206	22	1420
関西	14569	6	720
関西	28475	29	562
関西	29068	5	634
中部	25753	15	700
九州	17414	15	563
中部	26405	18	1561
関東	27361	10	876
関東	28775	7	850
関東	31973	13	1934
九州	13862	13	1530
関西	21217	11	448
東北	18354	18	1592
関東	20756	19	716
中部	16805	22	1422
関西	24277	19	811
東北	29761	18	851
関東	17571	16	1855
関東	16408	19	1072
関西	22505	21	1851
関東	26193	28	912
関西	29284	12	991
九州	19597	20	1237
関東	22803	9	1533
九州	23015	17	1339
中部	19691	16	1182
東北	16946	17	717
関東	19667	28	1822
東北	12198	7	985
関東	27242	26	1838
中部	31273	8	1998
関西	18325	25	489
九州	18454	10	1896
中部	26054	15	1013
中部	23504	16	1457
中部	26266	29	559
関西	28830	9	1047
九州	22027	16	1607
中部	24189	9	578
東北	27554	12	642
九州	22840	8	1152
中部	31136	16	1487
中部	14541	5	1372
関東	13150	23	1405
九州	17197	16	1629
関西	19263	21	1905
中部	17330	23	1481
関西	30265	11	1122
関西	21191	21	411
九州	30321	25	1758
中部	12047	16	1336
関西	14449	17	480
関東	24502	5	538
関西	22202	29	598
九州	21923	27	1756
九州	16566	25	1148
東北	15022	13	1598
関東	24583	11	486
関東	29007	17	1096
東北	18900	28	1884
中部	31262	17	1620
関東	19723	28	1560
中部	16310	25	465
中部	22160	20	1713
関西	30711	9	1965
関西	26119	8	1127
関東	30981	29	687
東北	17332	19	517
中部	14855	7	528
中部	21169	21	1987
関東	17483	11	1951
九州	21936	28	1189
九州	20540	29	548
東北	30201	18	1845
関西	17667	9	932
東北	28657	21	718
九州	24587	20	1019
中部	30620	20	978
東北	27307	29	1909
九州	24322	13	1682
九州	13343	17	1537
東北	26093	18	1873
中部	15756	29	1425
中部	14301	27	1557
関東	24299	7	409
関東	27619	25	1693
関西	17146	29	794
関東	24867	15	1022
関東	12882	17	443
中部	17070	29	1619
関東	22996	18	745
関西	31183	19	1716
東北	25897	21	1438
東北	25793	16	1488
中部	21224	28	727
東北	30537	14	1193
関東	30668	13	1459
中部	13814	22	518
関西	28701	21	407
九州	18838	14	1053
中部	20452	18	1538
東北	27710	15	435
関西	22688	8	1329
九州	26569	19	449
関東	18632	23	1665
東北	29055	28	1389
九州	25718	5	1209
九州	23309	25	1920
中部	30130	12	1460
関東	30464	7	1976
関西	12457	5	888
中部	27304	10	540
九州	15807	16	925
関西	25796	21	1034
関東	27105	20	563
関西	26071	25	1711
東北	21503	12	1640
九州	23025	28	814
東北	21524	16	867
東北	12887	9	485
東北	26259	23	1191
関東	24700	27	817
中部	26718	15	1890
東北	22160	5	1037
東北	21356	9	988
関西	25460	12	1741
九州	25908	5	1525
関東	12980	26	406
関西	27588	15	1713
東北	18025	27	1906
関東	26651	13	1993
九州	18119	22	1199
関西	30360	9	796
東北	22801	9	482
関東	19750	5	523
東北	16339	6	1528
関西	16366	26	1527
関東	12181	13	459
中部	21565	15	702
関西	31945	17	708
関東	14207	18	1028
東北	12514	24	1299
中部	17840	8	781
関西	23251	19	1245
関西	18405	25	1961
九州	22408	26	580
九州	30829	23	1810
中部	24262	17	1319
関東	29670	24	873
関西	20847	27	1170
関東	29097	21	486
九州	18395	25	1887
関東	17747	27	509
中部	20780	23	993
九州	26552	11	1144
関西	30164	16	1094
関東	23868	13	557
関東	13102	20	1867
関東	23838	23	477
九州	26663	14	845
九州	14309	18	975
関東	21842	17	1865
中部	31049	8	1802
関東	19012	24	1183
九州	31367	7	524
九州	31658	16	913
中部	23050	11	895
関西	25483	16	453
九州	25143	17	1998
関西	12772	25	425
九州	21907	10	947
九州	18831	14	423
九州	29428	26	1991
東北	27821	16	1889
関西	25377	12	1888
東北	23876	26	1193
関西	16452	7	1168
九州	31951	29	695
中部	22461	17	1402
関東	17679	20	1873
東北	20695	9	613
東北	21276	29	779
関西	26145	10	1119
東北	29149	14	862
九州	17114	26	1311
関西	12681	11	1333
東北	23681	19	666
関東	18214	7	1471
中部	13532	16	1958
中部	31745	9	1715
九州	24431	26	753
関東	29002	8	421
関東	21670	20	1078
九州	28081	6	676
九州	12208	22	1458
関東	28859	20	1204
関東	19541	6	1188
関西	27956	15	614
中部	20169	23	436
東北	18961	29	621
東北	27933	13	530
東北	17523	28	474
中部	14770	12	461
九州	17058	6	1455
東北	17356	7	700
東北	29802	19	906
関東	16248	6	942
関東	20881	21	1190
九州	28631	9	1404
九州	25550	7	521
関西	17034	29	601
中部	16855	9	1003
東北	15260	29	1945
関東	21746	7	1819
関東	29294	19	873
関東	28737	14	1105
関西	22282	24	1283
九州	12966	10	1610
関西	28103	11	822
関西	21233	24	1527
関東	25070	26	563
関東	15690	5	677
中部	18111	20	1125
中部	28641	21	558
関西	24468	29	1535
関西	29711	15	1193
中部	13211	22	676
東北	30914	14	1131
関東	27232	22	1091
関西	23514	5	1124
関西	12115	28	893
中部	12784	18	810
九州	15804	14	942
関東	30844	6	1873
関東	17024	11	1671
関東	22654	27	724
関東	15118	8	1591
東北	19416	9	1884
関西	31748	28	611
関西	20706	24	1848
関西	13616	23	1967
関西	26233	15	1437
関東	17544	24	847
九州	25628	19	448
中部	24672	20	1775
東北	12143	25	1015
中部	17056	6	557
東北	26411	5	815
中部	18252	15	1019
関西	15176	19	1872
中部	15639	25	1999
九州	13092	23	1268
九州	14867	29	1503
関西	29532	20	513
中部	20304	11	547
関東	21623	22	553
東北	25230	17	1015
九州	13056	5	543
東北	15620	11	413
中部	26746	23	738
九州	26627	6	1319
中部	25944	18	859
関西	30987	26	1759
中部	24141	11	1224
東北	14875	23	1074
中部	17400	23	798
関西	29436	19	555
中部	16488	20	714
東北	15764	19	1267
東北	18481	19	1256
九州	17280	23	688
関西	16885	19	1924
九州	18462	17	1068
関西	22006	22	767
中部	20757	29	1092
関東	20995	29	720
関西	26941	25	992
関西	17152	28	703
関東	18674	12	950
東北	25877	7	1410
中部	21962	22	1389
九州	30199	19	1785
関東	29681	23	582
東北	29548	22	936
関東	14574	12	485
関東	26966	14	995
関西	19800	25	1887
東北	25725	22	1729
九州	23048	29	578
中部	24882	5	478
中部	16404	5	1153
九州	25764	6	919
関西	31524	24	1114
東北	22734	19	1182
中部	26111	28	679
中部	29702	22	693
関東	24811	17	713
関東	25147	10	1246
中部	15052	27	1255
中部	25324	21	1954
東北	15749	16	1473
東北	17679	11	591
中部	17680	28	860
関西	23103	16	1680
関東	30943	11	1638
関西	14754	15	1964
関西	28640	17	1847
東北	19848	24	1800
九州	17944	15	1960
関西	23473	28	1790
関西	28367	14	780
東北	20237	7	919
関東	22758	24	1390
東北	21877	10	1402
九州	19488	27	892
関東	29718	16	421
中部	21417	10	640
関東	19322	21	402
東北	30499	26	789
関東	20135	24	1307
関西	27343	25	1198
中部	12798	12	806
中部	31469	21	435
九州	30282	22	1499
関東	15143	25	971
九州	26316	20	1393
関西	14534	23	1453
関西	20669	8	1369
九州	25145	28	1383
中部	12451	25	705
中部	26328	5	1129
東北	26518	16	546
関東	20104	20	1932
東北	19972	28	1405
関東	28711	18	1752
関東	25287	9	1200
関西	25999	11	1936
九州	16796	20	1726
九州	28793	28	435
東北	26806	24	557
関東	20430	29	883
中部	12471	21	1738
関東	12870	16	1397
東北	24830	26	1150
関東	14511	17	1950
九州	23539	21	619
中部	13587	29	996
東北	25198	13	1863
関東	16064	8	532
関西	26520	21	829
関東	18312	17	1489
関西	25967	15	636
関東	23674	17	603
中部	16911	13	412
九州	28982	6	1922
九州	20989	14	1943
九州	21771	8	1809
東北	16777	15	1974
中部	19753	6	1341
関西	24609	28	1130
九州	18348	21	599
関西	19143	24	562
九州	21914	22	846
関東	15333	23	655
関東	26839	9	481
関西	17763	27	1262
中部	30831	21	601
東北	16274	14	1104
中部	27724	13	989
関西	18813	25	1025
東北	14798	18	1059
東北	18134	14	434
九州	26102	7	1576
中部	18061	29	1541
九州	20607	14	1457
関西	29792	23	1195
中部	28101	15	1768
東北	12967	15	1519
東北	29552	9	1453
中部	13474	6	1578
九州	19047	26	1095
東北	19417	12	1977
関東	26582	15	1457
九州	19794	6	812
東北	22129	18	776
東北	18341	21	1211
関西	14568	26	440
東北	24232	13	470
東北	18671	14	456
九州	25461	14	418
関西	12555	27	689
関東	30708	7	1394
関東	22295	27	1046
中部	13186	23	411
関東	25016	24	681
東北	24575	21	1215
東北	14944	13	775
東北	25129	22	1730
関西	25851	20	464
関西	15728	15	780
東北	21886	17	1306
東北	25354	15	791
関西	29225	27	755
関東	19845	6	948
関西	17713	16	767
九州	12940	8	989
九州	15353	22	1275
関東	29014	28	746
関東	19541	21	1582
関西	13840	20	1589
関東	27911	18	1570
東北	20172	16	1687
関東	31698	25	737
九州	23754	9	875
東北	27433	11	1647
関東	30413	25	1262
中部	13725	28	865
中部	12615	10	1629
関西	14834	20	1062
東北	22418	19	1954
関東	17361	19	1154
中部	28288	28	1061
中部	16107	12	535
東北	18879	19	1959
関西	16472	22	1566
九州	22548	26	1619
関西	13600	15	1929
九州	30620	5	1764
東北	24565	14	1602
関東	13943	25	1057
東北	31221	27	733
関東	23583	16	1976
九州	20117	17	1019
中部	31634	11	778
中部	13896	15	1147
中部	15339	18	709
東北	13651	7	783
関西	25828	12	700
九州	13838	20	422
中部	24392	25	1021
関東	29372	8	1756
九州	21010	12	881
関東	28959	21	1999
関東	19788	6	1767
東北	12084	21	494
東北	18482	23	548
東北	18604	17	475
関西	16010	22	1933
中部	12568	28	520
東北	25678	15	993
九州	24803	23	621
関東	21401	23	1172
東北	21024	13	471
東北	26322	19	859
中部	31740	13	1811
関西	25925	29	1809
中部	27577	20	1093
関西	26507	14	463
関西	15339	26	1406
中部	29544	19	1007
関東	21894	6	1329
関東	23268	9	1928
関東	21860	29	571
中部	19926	15	1251
東北	20660	28	1688
関西	12740	15	1086
東北	16338	23	634
中部	13869	15	585
中部	29898	26	1167
九州	28287	21	1431
東北	24622	19	1015
関西	15022	17	1224
関西	29553	16	1642
中部	13346	9	1487
関東	28932	23	1110
九州	13687	19	1032
東北	27161	26	1032
関東	23489	29	1696
関東	27129	11	598
関西	23671	29	1340
九州	30966	18	917
関東	24470	25	534
関西	21611	20	1459
九州	16679	15	1521
中部	13324	17	1500
中部	19516	19	1488
関東	30239	25	1774
関東	13946	23	1072
中部	19126	20	1748
中部	25199	14	402
中部	29743	17	936
関東	16257	5	1397
東北	15874	8	1693
関東	25262	8	668
九州	14723	18	1917
関西	31745	18	929
中部	14136	13	420
中部	20077	13	1998
関東	19006	22	1764
九州	21313	19	559
関西	20919	18	963
九州	31976	7	1224
九州	26894	10	781
九州	15368	16	1967
九州	18336	5	1296
関西	16678	9	1742
東北	18100	6	489
関東	13998	13	1857
関東	29306	28	1910
九州	22997	16	473
関西	13697	8	1293
東北	15602	7	509
関東	30301	7	901
関西	23466	6	1239
関東	23500	20	1451
東北	19713	18	1314
東北	14064	10	931
関東	27693	25	1471
中部	29531	5	457
九州	22963	29	1447
関西	29432	23	980
関西	21985	19	1835
中部	21759	11	1319
関東	30895	28	921
関東	13016	24	605
東北	28277	9	1513
関東	18071	25	1856
九州	17640	14	1493
中部	30697	25	691
九州	15650	13	1958
中部	14072	13	1695
関西	23410	11	1182
東北	28677	13	440
関西	28074	19	427
関東	17537	8	981
中部	29518	27	1028
九州	29671	26	634
九州	30759	29	1840
中部	20108	23	633
関西	28534	17	865
東北	14492	23	509
九州	29345	28	565
関東	13261	9	1344
関東	13578	23	1965
九州	17164	7	889
九州	25816	14	1493
関西	13604	17	1989
関西	29417	11	1790
東北	14227	5	994
東北	24870	16	1456
九州	25511	13	1122
九州	25688	24	786
中部	12211	9	1119
中部	20192	16	1360
関西	17553	8	1940
関西	18415	14	1266
関東	31057	27	908
関東	12156	22	1022
中部	18844	23	1086
中部	18943	15	877
中部	30522	26	1241
東北	27900	26	544
関東	28240	14	1461
関西	12588	24	1669
関東	14986	15	1037
中部	28110	9	1840
東北	26775	17	970
九州	27527	27	531
中部	18509	24	1442
九州	24076	9	917
関東	26727	23	1794
九州	25278	6	1104
九州	19644	22	1125
九州	30094	17	1843
中部	22409	15	1669
九州	30654	12	1444
九州	31325	19	1145
中部	17418	24	1601
東北	27186	13	1346
九州	13765	6	1305
関西	22653	21	1741
中部	30857	23	1462
九州	20057	16	1016
東北	15872	25	1993
関西	15947	19	1776
九州	14896	10	420
中部	14030	25	876
東北	26256	21	1717
東北	16074	29	1093
九州	16213	28	1812
関西	14251	23	897
中部	26342	9	1289
東北	18391	27	1518
九州	17092	7	1861
九州	16960	21	1074
東北	19228	27	942
中部	20990	28	1811
九州	16509	10	1523
中部	16826	16	1881
東北	27532	12	1038
中部	14613	25	1980
東北	15784	17	1399
中部	16824	15	1913
九州	26778	17	943
中部	26354	24	475
東北	19885	28	1465
九州	13800	21	783
関西	29762	22	1838
東北	16286	29	935
関西	27669	10	666
関東	20590	20	1603
九州	27175	20	1524
東北	27433	26	1006
中部	24171	19	1131
関西	15829	22	1283
関東	21036	11	1473
関東	21338	28	507
中部	29368	29	438
中部	23175	20	858
中部	30867	29	1879
中部	28770	14	1089
九州	19438	23	568
中部	16632	18	1672
関東	16174	16	1930
関西	12351	10	827
関西	18371	7	674
中部	31313	20	1196
関東	30653	8	1839
九州	27381	29	579
九州	13603	24	652
関西	12631	8	1601
中部	17913	27	1069
関西	28958	18	1347
東北	13938	15	1006
東北	12844	27	412
関東	17859	18	1722
関西	31139	19	855
九州	25439	28	1470
中部	15772	8	852
関東	19968	8	1012
東北	19461	21	1200
九州	24093	18	1957
東北	19473	19	1412
関西	30461	22	1130
九州	15722	28	1793
東北	14324	10	1044
九州	17001	18	1116
関西	25526	12	1109
関東	31389	9	1930
関西	23022	14	1197
中部	28170	17	667
九州	24479	7	767
関東	30397	22	1969
関東	20676	27	892
中部	20510	19	700
中部	18024	27	837
関東	27031	20	566
九州	29200	29	1380
中部	14056	11	763
東北	20087	24	1384
東北	23763	14	1516
九州	14918	8	1151
関西	18894	7	1583
関西	16307	12	1215
関西	24553	13	944
中部	28038	24	1282
東北	18247	26	1784
関西	24909	22	1455
東北	24679	7	1195
中部	30613	23	744
東北	25062	7	486
東北	31498	22	1669
中部	22705	16	924
九州	24029	22	1054
関西	17034	27	597
中部	31008	16	869
東北	19776	14	464
東北	14027	24	1581
中部	24717	23	1214
中部	22359	27	487
関東	25653	15	1602
九州	12921	25	1773
関東	14599	16	1189
九州	27816	9	1877
九州	13442	10	877
九州	31586	29	1632
関西	16863	5	751
中部	13444	8	1432
関西	14183	17	1970
九州	29202	6	516
中部	22739	24	1232
関東	16426	24	1995
関東	19795	17	780
九州	25305	6	1548
東北	30024	22	523
中部	12222	22	1711
関西	22914	22	1254
九州	28598	13	1459
九州	16217	28	1035
中部	17546	23	1349
関西	13359	20	1010
東北	24550	24	950
九州	30380	9	1035
九州	23331	18	990
関西	31869	25	768
関西	24760	17	1333
関西	29622	24	1210
東北	30693	22	680
関東	13141	5	846
中部	23107	6	1322
関東	22132	21	747
中部	19205	16	1598
東北	17479	23	1501
関東	14709	7	1258
関西	20100	5	1896
九州	25977	10	1642
東北	14619	16	1018
九州	20332	6	624
九州	23763	18	1262
中部	31848	10	959
九州	20102	24	870
九州	24317	11	773
東北	24651	18	1052
関東	13483	8	1169
関東	29635	6	1074
東北	20330	5	804
東北	15533	23	813
関西	25504	10	1902
東北	26335	11	728
関東	21384	18	885
中部	21728	6	924
東北	26854	17	1855
九州	30376	29	1559
東北	16796	5	1821
関東	30140	28	495
中部	12053	14	1841
関西	13136	24	1358
東北	24098	13	452
関西	13036	13	1455
九州	23244	14	1319
九州	21593	10	1865
中部	29266	8	1713
東北	30501	24	1258
東北	12359	8	1579
関東	17773	29	813
中部	22710	29	1439
東北	13712	8	1759
関西	30028	27	1545
関東	28072	9	466
九州	26819	15	1869
東北	24428	13	1342
関西	21522	7	775
中部	25644	9	738
九州	25092	26	1023
関西	16831	8	534
関東	25761	7	1091
東北	23284	28	1012
東北	19546	5	498
九州	16046	14	1304
東北	22874	20	915
関西	24129	21	549
関東	15580	18	1087
関東	28208	10	744
東北	28726	25	783
関東	26936	24	1279
関東	28278	18	751
東北	28630	26	1510
関西	23348	26	1714
中部	13873	20	509
中部	17075	18	620
中部	18480	7	1627
中部	22102	29	652
東北	22232	13	1204
東北	18375	8	657
東北	31113	14	571
関西	21427	13	563
東北	18372	22	850
九州	23506	12	990
関西	31068	7	1290
九州	17309	28	406
中部	26019	17	1730
中部	17598	16	840
九州	16600	20	649
中部	20336	8	640
中部	14254	19	1726
東北	26513	29	1828
関西	12306	15	1252
関東	14938	11	1984
関東	28149	26	694
関東	23958	28	1331
九州	25196	17	1345
中部	29998	16	1870
関東	30131	8	1792
東北	22416	16	1237
中部	24357	9	1812
関東	19109	23	500
